Tender ID,Name,Customer,Stage,Status,inserted Time,Inserted User ID
GEM_2024_B_5543011,"AMC of Integrated Security and Surveillance System - ERP WEB APPLICATION; Comprehensive; Software, ",Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 13:09:40,GEM BOT
GEM_2024_B_5543772,"FUEL FLEXIBLE PIPE 19 X 19 INCH,FUEL FLEXIBLE PIPE 22 X 22 INCH,IGNITION SWITCH,WHEEL CYL ASSY,WHEE",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,25-10-2024 13:31:47,GEM BOT
GEM_2024_B_5543928,"Camera,OFC Cable,32 Channel NVR,Hard Disk Drive,CAT 6 Cable,4 U Rack,2 U Rack,Networking Switch,Med",Ministry of Defence Department of Military Affairs,rejected,,26-10-2024 13:04:04,GEM BOT
GEM_2024_B_5543964,LAN Based Exam Software,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,27-10-2024 13:07:22,GEM BOT
GEM_2024_B_5544019,"Providing and fixing Outdoor Day and Night weather proof IP PTZ 360 Degree Camera,Providing and fix",Ministry of Defence Department of Military Affairs,rejected,,25-10-2024 13:05:35,GEM BOT
GEM_2024_B_5544067,"Wooden wire mesh door,Wooden wire mesh door,Exhaust fan,PVC Switch board,PVC Switch board,LED Bulb,",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,25-10-2024 13:33:13,GEM BOT
GEM_2024_B_5544104,Network Attached Storage (NAS) Device,Ministry of Defence Department of Military Affairs,rejected,,10-11-2024 05:07:08,GEM BOT
GEM_2024_B_5544296,"86 Interaactive Panel With Inbuilt OPS Slot,OPS for Interactive Panel,Movable Stand for pnale with ",Ministry of Education Department of Higher Education,rejected,,26-10-2024 13:03:10,GEM BOT
GEM_2024_B_5544461,"CAMERA IP,NVR,HARD DISK,MONITOR,SWITCH,CABLE CAT6,CONNECTOR,RACK,INSTALLATION TESTING AND COMMISSIO",Agriculture Production Department Jammu and Kashmir,rejected,,25-10-2024 13:06:06,GEM BOT
GEM_2024_B_5545289,Annual Maintenance Contract for Networking Devices (Version 2) - Access Point; CISCO,Higher Education Department Delhi,rejected,,26-10-2024 05:10:03,GEM BOT
GEM_2024_B_5545370,Comprehensive Annual Maintenance Charges for CCTV period of One year,Ministry of Science and Technology Department of Scientific and Industrial Research (DSIR),rejected,,26-10-2024 05:09:00,GEM BOT
GEM_2024_B_5545424,Custom Bid for Services - FIRE WATER NETWORK ADEQUACY STUDY,Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,rejected,New-Corrigendum,26-10-2024 05:10:28,GEM BOT
GEM_2024_B_5545530,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Military Affairs,rejected,,07-11-2024 05:11:49,GEM BOT
GEM_2024_B_5545722,"1-24 CH switch board of Syscal Pro 48 SW resistivity instrument,Cable head of Syscal Pro 48 SW resi",Ministry of Coal COAL INDIA LIMITED,rejected,,09-11-2024 05:14:19,GEM BOT
GEM_2024_B_5546058,Procurement and Installation of CCTV System,Ministry of Defence Department of Military Affairs,rejected,,26-10-2024 13:12:50,GEM BOT
GEM_2024_B_5546429,"4 channel DVR,HDD1 TB,Full Colour Dome Camera,Full Colour bullet Camera,UPS 1 KV,LED Monitor 21,Wal",Ministry of Education Department of School Education and Literacy,rejected,,26-10-2024 13:03:48,GEM BOT
GEM_2024_B_5547001,"SUPPLY, INSTALLATION AND COMMISSIONG OF NETWORK EXTENSION AT QC OFFICE AT HAL BKP",Ministry of Defence Department of Defence Production,rejected,,26-10-2024 13:14:37,GEM BOT
GEM_2024_B_5547375,"Camera,Camera A,NVR,HDD,Switch,Switch B,Catch Code,Display,HD MI,Cable,Rack,Connector,Box,Chrages",Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),rejected,New-Corrigendum,26-10-2024 13:07:39,GEM BOT
GEM_2024_B_5547590,Custom Bid for Services - Repairing and restoration of Bosch make CCTV Camera installed at Central ,Ministry of Coal COAL INDIA LIMITED,rejected,New-Corrigendum,02-11-2024 05:02:39,GEM BOT
GEM_2024_B_5547624,"86 inch 4K UHD 3840 2160 Slim DLED display 500 Cd m2,Wall mount with tilt,65 inch 4K UHD 3840 2160 ",Ministry of Personnel Public Grievances and Pensions Department of Administrative Reforms and Public Grievances (DARPG),rejected,New-Corrigendum,26-10-2024 13:08:09,GEM BOT
GEM_2024_B_5547689,CCTV System with allied accessories,Ministry of Defence Department of Military Affairs,rejected,,27-10-2024 05:11:32,GEM BOT
GEM_2024_B_5547730,"Interactive Panels with CPU,Video Conferencing Camera / Web Camera,Speakerphone,Professional Large ",Ministry of Defence Department of Defence Production,rejected,,27-10-2024 13:02:59,GEM BOT
GEM_2024_B_5547850,Network Based PTZ Dome Camera,Ministry of Defence Department of Defence Research & Development,rejected,,26-10-2024 13:09:48,GEM BOT
GEM_2024_B_5548245,"Layer 2 Access Switch (V2),Cat 6 Patch cord,Cat 6 Patch cord,Cat 6 Patch cord,Layer 2 Access Switch",Energy Department Maharashtra,rejected,,26-10-2024 13:20:48,GEM BOT
GEM_2024_B_5548423,"Hiring of Professionals for Cloud, Network and Security - Database Administrator; Database Administ",Labour and Employment Department Gujarat,rejected,New-Corrigendum,30-10-2024 13:15:32,GEM BOT
GEM_2024_B_5548438,"UPS 2 KVA Online,Camera Lens,Rechargeable Battery 1.5 V,Adopter for Battery 1.5 V,Pencil Cell",Ministry of Defence Department of Military Affairs,rejected,,26-10-2024 13:08:19,GEM BOT
GEM_2024_B_5548679,"Lenses for CCTV camera,Power cable for CCTV camera,Water proof enclose for CCTV camera,Mounting bra",Ministry of Defence Department of Military Affairs,rejected,,26-10-2024 13:08:37,GEM BOT
GEM_2024_B_5548798,"PoE CCTV Camera,32 inch LED Display,Inverter 1 KVA,Battery 12 volt 200 AH,Inverter Trolley,UTP Cat-",Ministry of Defence Department of Military Affairs,rejected,,31-10-2024 05:05:31,GEM BOT
GEM_2024_B_5548844,Custom Bid for Services - INSTALLATION OF CCTV CAMERAS,Ministry of Defence Department of Military Affairs,rejected,,26-10-2024 13:08:48,GEM BOT
GEM_2024_B_5548862,"CCTV CAMERA,DVR,CABLE,HDD,TV",Ministry of Defence Department of Military Affairs,rejected,,26-10-2024 13:08:58,GEM BOT
GEM_2024_B_5548964,"Procurement & Installation of Computer Training Lab (IT Hardware, Software, LAN & Electric Work)",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 05:06:35,GEM BOT
GEM_2024_B_5549160,Unmanned Aerial Vehicle & Payload Systems for Surveillance,Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:12:32,GEM BOT
GEM_2024_B_5549260,Laying of CCTV cable underground using conduit pipe,Ministry of Defence Department of Military Affairs,rejected,,31-10-2024 05:08:36,GEM BOT
GEM_2024_B_5549275,"PR_ 1100013649_ M9435034130_ PR. SWITCH: BLIND, 1/4",Ministry of Power NTPC SAIL Power Company Ltd,rejected,,13-11-2024 13:26:28,GEM BOT
GEM_2024_B_5549277,Infrared Camera with Accessories,Ministry of Defence Department of Defence Research & Development,rejected,,29-10-2024 13:03:36,GEM BOT
GEM_2024_B_5549464,"Dome 2.5MP Dome CP Plus,Bullet CP Plus URC TC24PL2,DVR CP-UVR-0801E1-CV4,CP Plus Power Supply 10 Am",Ministry of Defence Department of Military Affairs,rejected,,27-10-2024 05:02:42,GEM BOT
GEM_2024_B_5549465,"Iron angle y shape,Bundle chain link fence 2.5 mm,Cement Bag,Iron patti 1.5 inch,Barbed wire,Small ",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 13:09:44,GEM BOT
GEM_2024_B_5549507,"Network Attached Storage (NAS) Device,Online UPS (V2),Layer 2 Access Switch (V2)",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:09:18,GEM BOT
GEM_2024_B_5549583,Reed Switch,Ministry of Power NA,rejected,,12-11-2024 05:22:15,GEM BOT
GEM_2024_B_5549811,SPARES FOR CCTV SYSTEM FOR MAITREE PROJECT.,Ministry of Heavy Industries and Public Enterprises Department of Heavy Industry,rejected,New-Corrigendum,27-10-2024 05:03:52,GEM BOT
GEM_2024_B_5549861,Annual Maintenance Contract for Networking Devices (Version 2) - NETWORK DEVICES UTM AND CCTV; SOPH,Technical Education Department Uttar Pradesh,rejected,New-Corrigendum,30-10-2024 05:08:57,GEM BOT
GEM_2024_B_5550047,Dashboard Camera,Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,27-10-2024 05:02:11,GEM BOT
GEM_2024_B_5550119,Provision of 05 x CCTV Cameras with accessories,Ministry of Defence Department of Military Affairs,rejected,,27-10-2024 05:03:07,GEM BOT
GEM_2024_B_5550229,"IP CAMERA,POE SWITCH,NVR,SURVIELLANCE HARD DISK,DISPLAY,INSTALLATION INCLUDING CAT 6 CABLE AND ACCE",Ministry of Education Department of School Education and Literacy,rejected,,27-10-2024 13:04:28,GEM BOT
GEM_2024_B_5550723,"24 Port Gigabit Connectivity Unmanaged Switches, rack mountable and accessories,6U Wall mounted Com",Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,rejected,,04-11-2024 13:07:16,GEM BOT
GEM_2024_B_5550884,"Fire Alarm System along with detailed BoM as mentioned in RFP,Biometric Door access control system ",Ministry of Communications Department of Telecommunications (DOT),rejected,New-Corrigendum,27-10-2024 13:01:15,GEM BOT
GEM_2024_B_5551627,Reed Switch,PMO Department of Atomic Energy,rejected,,09-11-2024 13:14:34,GEM BOT
GEM_2024_B_5551628,"Hand Held Metal Detector,Door Frame Metal Detector,Overhead Shelters for DFMD,Body mounted Action C",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:10:18,GEM BOT
GEM_2024_B_5551651,"CP Core 3 MP Dome Camera,06 Core Signal Mode OFC Armoured,Power Cable Ratnaflex,Universal CCTV Powe",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:10:04,GEM BOT
GEM_2024_B_5551753,"Camera for CCTV System (V2),Camera for CCTV System (V2),Video Recorder for CCTV System (V2),Video R",Ministry of Finance Department of Financial Services,rejected,New-Corrigendum,30-10-2024 05:00:37,GEM BOT
GEM_2024_B_5551955,"PTZ CP plus 2 Megapixal Camera,Ethernet Switch 16 Port,VGA Cable 10 Mtr,TV 32 inch Assambled,Focus ",Ministry of Defence Department of Military Affairs,rejected,,28-10-2024 05:01:56,GEM BOT
GEM_2024_B_5552655,"GIGA BIT 28 PORT SWITCH,Hdmi Extender,Monitor Led 28 inch Full HD,ALL IN ONE PC i5 8 gb,Multifuncti",Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 13:24:53,GEM BOT
GEM_2024_B_5552702,Custom Bid for Services - PROCUREMENT AND INSTALLATION OF ADDITIONAL 07 CCTV CAMERAS,Ministry of Defence Department of Military Affairs,rejected,,29-10-2024 05:03:32,GEM BOT
GEM_2024_B_5553220,"Video Conferencing Camera / Web Camera,Bluetooth Speakers",Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,,07-11-2024 05:00:39,GEM BOT
GEM_2024_B_5553345,"confrence camera,tcl65 tv,cell phone locker,power cable for camera,power cable of tv",Ministry of Defence Department of Military Affairs,rejected,,31-10-2024 13:02:33,GEM BOT
GEM_2024_B_5553490,"rear view mirror LH,rear view mirror RH,rear view camera complete assy,head lamp with side indicato",Ministry of Mines Materials,rejected,,08-11-2024 05:03:11,GEM BOT
GEM_2024_B_5553734,Small Business Network Edge 28 Port (24G Base-T & 4 SFP+ ) NoN PoE Switches with Ltd Warranty,Ministry of Science and Technology Department of Scientific and Industrial Research (DSIR),rejected,,29-10-2024 13:08:58,GEM BOT
GEM_2024_B_5553746,Revamp of existing WiFi network,Ministry of Railways Railways Public Sector Undertakings,rejected,,30-10-2024 13:18:14,GEM BOT
GEM_2024_B_5554684,Custom Bid for Services - RATE CONTRACT FOR NETWORKING COMPONENTS HELD IN VARIOUS OFFICE OF NAVAL H,Ministry of Defence Department of Military Affairs,rejected,,29-10-2024 13:09:42,GEM BOT
GEM_2024_B_5554800,ANNUAL MAINTENANCE SERVICE -DATA CENTER ASSETS - Network Devices; SAN SWITCH; OEM Authorised Servic,Ministry of Electronics and Information Technology Department of Electronics and Information Technology,rejected,,07-11-2024 05:10:44,GEM BOT
GEM_2024_B_5554956,Camera for CCTV System (V2),Ministry of Finance REGIONAL RURAL BANKS,rejected,New-Corrigendum,29-10-2024 13:00:36,GEM BOT
GEM_2024_B_5555138,"PROCUREMENT, INSTALLATION AND INTEGRATION OF 15 IN NUMBER PTZ CCTV CAMERAS",Ministry of Defence Department of Military Affairs,rejected,,02-11-2024 05:03:57,GEM BOT
GEM_2024_B_5555365,CAMERA CONTROL UNIT,Ministry of Defence Department of Military Affairs,rejected,,29-10-2024 13:03:45,GEM BOT
GEM_2024_B_5555426,"MAJOR REP.KIT 125FD00118,LIFT CYLINDER SEAL KIT,RECEIVER DRIER,AC COMPRESSOR,BACKUP SWITCH,HOSE,HOS",Ministry of Coal COAL INDIA LIMITED,rejected,,14-11-2024 06:03:21,GEM BOT
GEM_2024_B_5555440,"24 Port PoE switch,IO box,Patch Cord in 2meter pieces,RJ 45 Connectors,6U Rack,Cat 6 Cable,installa",Ministry of Education Department of Higher Education,rejected,,30-10-2024 05:23:59,GEM BOT
GEM_2024_B_5555599,Networking / Server Rack,Department of Space Department of Space,rejected,,31-10-2024 05:10:12,GEM BOT
GEM_2024_B_5555742,"Server,Online UPS (V2),Layer 2 Access Switch (V2),Fiber Media converter,Cat 6 Cable for Indoor Use,",Ministry of Defence Department of Military Affairs,rejected,,31-10-2024 13:14:31,GEM BOT
GEM_2024_B_5555875,"NETWORK M, ANAGMENT CONSOLE",Ministry of Defence Department of Military Affairs,rejected,,13-11-2024 05:05:20,GEM BOT
GEM_2024_B_5556026,Networks Microscanner 2 Industrial Ethernet Cable Verifire,Ministry of Defence Department of Military Affairs,rejected,,29-10-2024 13:09:28,GEM BOT
GEM_2024_B_5556181,"Bullet Camera,NVR 32 Channel,POE Switch,Media Converter Gigabit,LED TV 50 Inch,Hard Disk 6 TB,4U Ra",Ministry of Defence Department of Military Affairs,rejected,,08-11-2024 13:11:19,GEM BOT
GEM_2024_B_5556500,"NIGHT ENABLED PTZ CAMERA,DVR,HDD,DISPLAY PANEL,UTP CABLE CAT 6,8 PORT SWITCH,RJ 45 CONNECTOR FOR DV",Ministry of Defence Department of Military Affairs,rejected,,29-10-2024 13:04:38,GEM BOT
GEM_2024_B_5556952,Custom Bid for Services - 61 NOs CCTV CAMERAS REPAIR AND AMC,Ministry of Consumer Affairs Food and Public Distribution Department of Food and Public Distribution,rejected,New-Corrigendum,30-10-2024 05:01:11,GEM BOT
GEM_2024_B_5557062,Video Conferencing Camera / Web Camera,Home Department Jammu and Kashmir,rejected,New-Corrigendum,30-10-2024 05:02:55,GEM BOT
GEM_2024_B_5557128,"electro surgical unit,Patient plate,Paddle footswitch for control of unit,Compatible bipolar high f",Ministry of Health and Family Welfare Department of Health and Family Welfare,rejected,,09-11-2024 05:17:01,GEM BOT
GEM_2024_B_5557358,Layer 3 - Access Switch,Home Department Chhattisgarh,rejected,,30-10-2024 05:32:23,GEM BOT
GEM_2024_B_5557531,"IP PTZ CAM HIKVISION DS 2DF8236I AEL W,8 Channel NVR,16 Channel NVR,IP CCTV Bullet Type,IP CCTV Dom",Ministry of Coal COAL INDIA LIMITED,rejected,,30-10-2024 13:13:51,GEM BOT
GEM_2024_B_5557706,PROCUREMENT OF VIBRATION SWITCHES FOR FCCU 1 TA,Ministry of Petroleum and Natural Gas NA,rejected,New-Corrigendum,30-10-2024 05:13:46,GEM BOT
GEM_2024_B_5557839,"NETWORK CARD,BROTHER PRINTER HEAD,TAFLON SLEAVE1108,TAFLON SLEAVE1120,KE DUPLEX UNIT FOR PRINTER",Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 05:11:54,GEM BOT
GEM_2024_B_5558019,Video Recorder for CCTV System (V2),Ministry of Defence Department of Defence Research & Development,rejected,New-Corrigendum,30-10-2024 05:09:14,GEM BOT
GEM_2024_B_5558055,INSTALLATION OF CCTV CAMERA,Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 05:05:45,GEM BOT
GEM_2024_B_5558420,AMC of Integrated Security and Surveillance System - Facility/Asset Protection; Comprehensive; Hard,Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 13:19:57,GEM BOT
GEM_2024_B_5558589,Spectrum Analyzers and Vector Network Analyzers,Ministry of Defence Department of Defence Research & Development,rejected,,13-11-2024 13:23:57,GEM BOT
GEM_2024_B_5558704,Video Recorder for CCTV System (V2),Public Works Department Chhattisgarh,rejected,Open,30-10-2024 13:12:48,GEM BOT
GEM_2024_B_5559014,"PTZ CAMERA,DESKTOP COMPUTER,LED TV 55 INCH,4 TB HARD DISK,32 CH NVR,1 KVA UPS,POWER CABLE ONE AND H",Ministry of Defence Department of Military Affairs,rejected,,09-11-2024 13:03:49,GEM BOT
GEM_2024_B_5559183,Video Recorder for CCTV System (V2),"Ministry of Ports, Shipping and Waterways NA",rejected,,30-10-2024 13:13:25,GEM BOT
GEM_2024_B_5559269,Annual Maintenance Contract for Networking Devices (Version 2) - Routers; CISCO,Ministry of Finance BANKING SECTOR,rejected,New-Corrigendum,30-10-2024 13:16:46,GEM BOT
GEM_2024_B_5559458,"Network Attached Storage,Hard Disk,Backup Software,Network Switch,Setup",Ministry of Defence Department of Defence,rejected,,30-10-2024 13:17:37,GEM BOT
GEM_2024_B_5559735,"CAT6 Cable,Network Switch,PVC IO BoxFaceplateConnectors,RJ 45 Connectors,Power Cable,Power SocketPV",Ministry of Defence Department of Defence,rejected,,30-10-2024 13:17:54,GEM BOT
GEM_2024_B_5559959,Purchase of multiple Ruckus network components,Ministry of Education Department of Higher Education,rejected,,30-10-2024 13:18:04,GEM BOT
GEM_2024_B_5559960,"Camera for CCTV System (V2),Video Recorder for CCTV System (V2),CAT 6 Cable for Outdoor,Networking ",Panchayats and Rural Housing Department Gujarat,rejected,,30-10-2024 13:05:32,GEM BOT
GEM_2024_B_5559998,AMC of Integrated Security and Surveillance System - CAMC of 6 nos of CCTV RF link 2 Pair and other,Ministry of Civil Aviation Airports Authority of India (AAI),rejected,,08-11-2024 13:04:01,GEM BOT
GEM_2024_B_5560005,Network Attached Storage (NAS) Device,Home and Political Department Assam,rejected,,06-11-2024 13:14:49,GEM BOT
GEM_2024_B_5560167,"INTEGRATED SECURITY SURVEILLANCE SYSTEM SERVICE - Theft Prevention, Remote Video Monitoring, Monito",Ministry of Defence Department of Military Affairs,rejected,New-Corrigendum,06-11-2024 05:09:11,GEM BOT
GEM_2024_B_5560241,"Networking / Server Rack,Networking / Server Rack,Networking / Server Rack",Ministry of Railways Railways Public Sector Undertakings,rejected,,30-10-2024 13:17:23,GEM BOT
GEM_2024_B_5560520,"Fiber Cable,Cleaner Computer,Dlink Switch,RJ 45 Conector,USB Cable C3,Took Kit Lab,MCB,Silicon Mat,",Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 13:24:40,GEM BOT
GEM_2024_B_5560861,"cable,cable,port,program,clamps,light,camera,CCTV,CCTV,CCTV,CCTV,CCTV,CCTV",Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 13:08:23,GEM BOT
GEM_2024_B_5560886,Body Worn Camera System,Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 13:09:06,GEM BOT
GEM_2024_B_5560891,Camera for CCTV System (V2),Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 13:05:13,GEM BOT
GEM_2024_B_5561098,"NVR 8 Channel with 1 TB Hard Disk Drive,C Type to HDMI Connector,Video Balloon,Nikom Digital Camera",Ministry of Defence Department of Military Affairs,rejected,,30-10-2024 13:08:02,GEM BOT
