tender_id,name_of_work,customer,inserted_time,inserted_user_id
GEM_2024_B_4519103,PROCUREMENT AND INSTALLATION OF UPS AND BATTERIES FOR CCTV SURVEILLANCE SYSTEM AT VARIOUS LOCATIONS,Ministry of Defence Department of Military Affairs,23-01-2024 05:05:55,GEM BOT
GEM_2024_B_4489097,Industrial Rack Mount Computer with Dual Network Interface Card and Accessories as per annexure,PMO Department of Atomic Energy,23-01-2024 05:07:02,GEM BOT
GEM_2024_B_4504298,"CCTV DOME CAMERA,CCTV BULLET CAMERA,CCTV DOME CAMERA,NVR,POE SWITCH,POE SWITCH,NETWORK SWITCH,RJ 45",Ministry of Finance Department of Revenue,23-01-2024 05:06:05,GEM BOT
GEM_2024_B_4477427,NETWORK ATTACHED STORAGE WITH STORAGE DRIVES,PMO Department of Atomic Energy,23-01-2024 05:06:55,GEM BOT
GEM_2024_B_4518652,"Indoor Active LED Screen Qty 1,Indoor PTZ Cameras Qty 3,PTZ Camera Controller with network and seri",Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),23-01-2024 05:06:34,GEM BOT
GEM_2024_B_4517985,"Air Filter,Ignition Switch,Temp Gauge,Bracket Cyl Seal Kit,Head Light Assy",Ministry of Defence Department of Military Affairs,23-01-2024 05:07:59,GEM BOT
GEM_2024_B_4518094,"Seating Accent Couch,Accent Chair With Arm,HDHMR Moulding for Wall,Electric Switch with Supply Equi",Ministry of Defence Department of Military Affairs,23-01-2024 05:08:06,GEM BOT
GEM_2024_B_4518072,"STARTER SOLENOID SWITCH,SPEEDOMETER CABLE,NOZZLE,DOOR HANDLE,FUEL TANK ASSY,SILENCER ASSY,SIDE COVE",Ministry of Defence Department of Military Affairs,23-01-2024 05:08:14,GEM BOT
GEM_2024_B_4513748,"24 port Gigabit managed switch,Single Mode Media Convertor,8 port Optical Fiber terminal Box,OFC Pa",Ministry of Home Affairs Central Armed Police Forces,23-01-2024 05:09:42,GEM BOT
GEM_2024_B_4519731,"2 MP Bullet Camera,2 MP Dome Camera,6 U Standard Rack,8 port PoE Switch,8 Channel NVR,32 Channel NV",Ministry of Education Department of Higher Education,23-01-2024 05:10:17,GEM BOT
GEM_2024_B_4519048,"Vari-focal IR Dome Progressive CMOS,Vari-focal IR Dome- outddor type,NVR,Monitor,POE switch,Non POE",Ministry of Petroleum and Natural Gas Bharat Petroleum Corporation Ltd,23-01-2024 05:10:34,GEM BOT
GEM_2024_B_4519377,"BUS BAR 200AMP,MAIN SWITCH TPN 100AMP,MCB TPN 63AMP,COMBINE BOARD SWITCH WITH SOCKET 15AMP,MCB BOX ",Skill Development and Technical Education Department. Odisha,23-01-2024 05:10:58,GEM BOT
GEM_2024_B_4519384,"3 Phase Submersible Openwel Motor,Main Switch With Encloser L and T,4 Pole MCB,FRB Box Ex Proof,Thr",Ministry of Youth Affairs and Sports Department of Youth Affairs,23-01-2024 05:11:13,GEM BOT
GEM_2024_B_4517607,"FILTERS,RO FILTER,500 LTR TANK,PLASTIC COLLECTION,CCTV,STORAGE CONTAINER,RACK,SOLAR PANNEL",Department of Panchayati Raj,23-01-2024 05:11:44,GEM BOT
GEM_2024_B_4519428,Custom Bid for Services - Supply Installation Commissioning of CCTV Camera System with Complete Acc,Ministry of Defence Department of Military Affairs,23-01-2024 05:11:29,GEM BOT
GEM_2024_B_4518032,"CCTV Camera 4 MP,Cat 6 Cable,PVC Safety Box,Connector RJ 45,NVR 16 Channel,Speed Flash Module",Ministry of Defence Department of Military Affairs,23-01-2024 05:12:02,GEM BOT
GEM_2024_B_4517799,CCTV Cameras along with Accessories,Ministry of Defence Department of Military Affairs,23-01-2024 05:12:09,GEM BOT
GEM_2024_B_4518075,"Monitor 18 inch,CCTV Camera set up,Pendrive 32 gb,E Learning Software 1st to 7th,5th Scholarship,La",Rural Development Department,23-01-2024 05:12:22,GEM BOT
GEM_2024_B_4519353,"cctv,surviliance,camera,cable,installation",Ministry of Finance Department of Revenue,23-01-2024 05:12:36,GEM BOT
GEM_2024_B_4518259,"Testing, Repairing and Commissioning of CCTV As per Shedule-01,Testing, Repairing and Commissioning",Ministry of Defence Department of Defence,23-01-2024 05:12:43,GEM BOT
GEM_2024_B_4514457,Custom Bid for Services - CAMC of CCTV system installed at Tehri project,Ministry of Power NA,23-01-2024 05:12:58,GEM BOT
GEM_2024_B_4517839,"Dashboad Camera For Dvr Trg,Dashboad Camera Memory Card For Dvr Trg,DC To AC Converter Device For B",Ministry of Defence Department of Military Affairs,23-01-2024 05:13:38,GEM BOT
GEM_2024_B_4518359,"Intraoral camera,Monitor,Monitor arm,Remote,USB drive",Ministry of Defence Department of Military Affairs,23-01-2024 05:14:11,GEM BOT
GEM_2024_B_4518228,"0 point 5 sq mm Havells copper wire 90 Mtr pack,1 sq mm Havells copper wire 90 Mtr pack,3 plus 1 CC",Ministry of Defence Department of Military Affairs,23-01-2024 05:15:15,GEM BOT
GEM_2024_B_4469895,"8 channel standlone DVR,Hard disk 4 TB HDD,Camera 2.2 MP with installation,Cable Box,Accessories ad",Ministry of Defence Department of Military Affairs,23-01-2024 05:15:23,GEM BOT
GEM_2024_B_4518267,"Professional Large Format Display,Video Conferencing Camera",Ministry of Defence Department of Military Affairs,23-01-2024 05:14:04,GEM BOT
GEM_2024_B_4518020,"Dome Camera,Bullet Camera,PTZ Camera,SD Card,VMS software,Device Licenses,Analytics,Analytics,Serve",Ministry of Civil Aviation Airports Authority of India (AAI),23-01-2024 05:15:08,GEM BOT
GEM_2024_B_4518411,"Thermal Camera,Battery,Data workstation,Tripod stand,Carry bag",Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),23-01-2024 05:15:37,GEM BOT
GEM_2024_B_4517468,"COMPUTER-1 DAY,COMPUTER-30 TO 45 DAY,LAPTOP-1 DAY,LAPTOP-30 TO 45 DAY,LASER PRINTER BW - 1 DAY,LASE",Revenue Department Gujarat,23-01-2024 05:16:26,GEM BOT
GEM_2024_B_4518812,Digital camera with support for interchangeable lenses,Ministry of Agriculture and Farmers Welfare Department of Agricultural Research and Education (DARE),23-01-2024 05:16:40,GEM BOT
GEM_2024_B_4517382,"Quadcopter,GCS,Day Camera Payload,Night Camera TI Payload,Rechargeable Battery",Ministry of Defence Department of Military Affairs,23-01-2024 05:16:33,GEM BOT
GEM_2024_B_4518976,"LED TV,PTZ Camera and Codec,3 years support for video conferencing system with accessories,IP Table",Ministry of Home Affairs Central Police Organisation,23-01-2024 05:16:48,GEM BOT
2024_SIDCG_13712_1,Providing house sewer connections to Apartments and Individual Houses to sewer network for Green hills area and adjoining areas of Porvorim Sewerage Scheme Part I,SEWERAGE AND INFRASTRUCTURAL DEVELOPMENT CORPORATION OF GOA LTD||TECHNICAL,23-01-2024 05:30:07,GoaTenders GOV NICGEP BOT
2024_HRY_346232_1,General Election 2024 Lok Sabha General Elections Haryana Vidhan Sabha Tender for CCTV Cameras at Sirsa Distt.,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Sirsa,23-01-2024 05:40:42,HRYtenders GOV NICGEP BOT
2024_HRY_346505_1,"Providing and fixing of the UPS and Batteries for the I.T. and E Department CCTV Power Distribution System, DLCSUPVA, Rohtak",Haryana Government||LCSUPVA Rohtak,23-01-2024 05:43:13,HRYtenders GOV NICGEP BOT
2024_HRY_346157_1,Saline and water logged Land Reclamation through Vertical Drainage Technology at Vill Mundhal Khurd South,Haryana Government||Department of Haryana Agriculture||Divisional Soil Cons. Officer Bhiwani||Assistant Soil Cons. Officer Bhiwani,23-01-2024 05:51:14,HRYtenders GOV NICGEP BOT
2024_HRY_346101_1,Saline and waterlogged land reclamation through Vertical drainagetechnology at Vill Mundhal Khurd North,Haryana Government||Department of Haryana Agriculture||Divisional Soil Cons. Officer Bhiwani||Assistant Soil Cons. Officer Bhiwani,23-01-2024 05:51:32,HRYtenders GOV NICGEP BOT
2024_HBC_346563_1,"Development of Marginal Land in Sector-85 Faridabad. Supply and installation of all in one computer and printer in Office of S.E. HSVP Circle Faridabad in Sector-12, Faridabad with complete in all respect and all other works contingent thereto.",Haryana Board Corporation||HUDA||Faridabad Division II,23-01-2024 05:53:11,HRYtenders GOV NICGEP BOT
2024_HRY_346846_1,BEHAL CONST OF G.V.D AT VILLAGE MANDHOLI KALAN BLOCK BEHAL BHIWANI (SCHEME AYUSH),Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Bhiwani,23-01-2024 05:47:18,HRYtenders GOV NICGEP BOT
2024_HRY_346283_1,DEV. WORKS IN BALMIKI CHAUPAL AT VILL-MANDI KALAN BLOCK-UCHANA DISTT-JIND D PLAN,Haryana Government||Panchayati Raj Haryana||XEN Panchayati Raj Jind,23-01-2024 05:50:27,HRYtenders GOV NICGEP BOT
2024_HRY_346710_1,"Repair and Painting of Grills and Canopy in 5F Park under D-Plan in Ward No.14, Faridabad",Haryana Government||Urban Local Bodies||Faridabad,23-01-2024 05:52:25,HRYtenders GOV NICGEP BOT
GEM_2024_B_4522881,Networking / Server Rack,Department of Space Department of Space,24-01-2024 05:11:49,GEM BOT
GEM_2024_B_4526467,Mobile network signal boosters,Ministry of Coal Materials Management,26-01-2024 05:17:45,GEM BOT
GEM_2024_B_4509308,KVM Switch,PMO Department of Atomic Energy,26-01-2024 05:31:47,GEM BOT
GEM_2023_B_4394298,"Switch Fuse Unit,Switch Fuse Unit",Ministry of Power SJVN Limited,26-01-2024 05:40:24,GEM BOT
GEM_2024_B_4535035,CCTV ON RENT FOR ELECTION,Revenue Department Uttar Pradesh,26-01-2024 05:44:44,GEM BOT
GEM_2024_B_4530606,High Speed Camera,Ministry of Education Department of Higher Education,26-01-2024 06:11:07,GEM BOT
2024_DLA_14805_1,Improvements to the lane adjacent to Uralkulam Street in Kirumampakkam in Embalam Constituency,Department of Local Administration||Bahour Commune Panchayat-DLA,23-01-2024 08:00:23,PuducherryTenders GOV NICGEP BOT
2024_PHE_243433_2,"Providing, supplying, Laying of various dias of HDPE pipes and laying/ fitting of GI pipes for Mains/Sub-Mains/ Distribution Network for Upgradation, Augmentation Retrofitting of various Water Supply Schemes in Block Gund Satrina B of Distt Gbl JJM",PHE||CE PHE Kashmir,23-01-2024 06:26:01,J&KTenders GOV NICGEP BOT
2024_PHE_243433_5,"Providing, supplying, Laying of various dias of HDPE pipes and laying/ fitting of GI pipes for Mains/Sub-Mains/ Distribution Network for Upgradation and Retrofitting of various water supply schemes in Block Wakoora (Part-I) of District Ganderbal JJM",PHE||CE PHE Kashmir,23-01-2024 06:26:34,J&KTenders GOV NICGEP BOT
2024_DSE_620_1,Supply and Installation of CCTV Cameras 1400nos in 140 exam centers including cabling Networking and Maintenance,Principal Director - Directorate of School Education - Nagaland - WBT,23-01-2024 07:40:33,NagalandTenders GOV NICGEP BOT
2024_ICD_35637_1,Construction of Brick Boundary wall around the plot of land allotted for Industrial Area Sadiya Remaining Portion,Industries and Commerce Department||Commissioner Industries and Commerce Assam||Office of the Ex Engineer,23-01-2024 02:31:12,Assam GOV NICGEP BOT
2024_MCC_78905_1,"Construction of Planter and Ramp at Veterinary Hospital and Injured-Sick Animal Building Gaushala village- Raipur kalan (Makhanmajra), Chandigarh.",Municipal Corporation||Engineering-MCC||Road Division - III,23-01-2024 02:50:34,CHDTenders GOV NICGEP BOT
2024_SUDA_883806_1,"Construction of C.C. road and both side U- type drain from Vedprakash saini house to Dinesh Sharma house in ,Moh. Holiwalan Nagar Palika Hasanpur Distt. Amroha.",State Urban Development Agency||District Urban Development Agency||Amroha,23-01-2024 05:14:49,Etenders UP NIC BOT
2024_DTP_411746_1,Providing Paverblock Road At Keela Agraharam Lane,"Directorate of Town Panchayats||Thanjavur Zone||Koradacheri Town Panchayat, Thiruvarur",23-01-2024 08:41:56,Tntenders GOV NIC BOT
2024_pwd_68009_1,rajya yogna varsh 2023-24 ke antragath janpad pauri garhwal ke vidhanshaba chetra lansdowne ke vikaskhand nainidanda ke antragath majeda band se dholiyana motor margh ka km 11 avam 12 me damrikaran ka kariya vistirth aagane ke praskiya avam vitya sw,PWD||12th Circle Pauri,23-01-2024 09:02:25,UKtenders GOV NICGEP BOT
2024_HRY_346893_1,Construction of EVM and VVPATs Warehouse (4000 Units) in the Campus of Mini Secretariat Complex at Hisar (Pdg. CCTV camera System),Haryana Government||Engineer-in-Chief PW(B and R) Department||SE (Elect.) Karnal||EE Elect. Hisar,23-01-2024 05:40:09,HRYtenders GOV NICGEP BOT
2024_HRY_346817_1,"Construction of Community Hall-2, Langar Shed, and Public Toilet at Laxmi Narayan Mandir Sector 20 Ward No. 7 at MC Kaithal",Haryana Government||Urban Local Bodies||MC Kaithal,23-01-2024 05:46:40,HRYtenders GOV NICGEP BOT
2024_PWDJK_243432_1,Construction of 150 Mtr Span Double lane RCC Motorable bridge with 1 2 mtr wide Footpath on bothsides over Mandi Nallah at Sathra Tehsil Mandi District Poonch Under NABARD RIDF XXIX,PWD||CE RandB Pir Panjal,23-01-2024 06:00:25,J&KTenders GOV NICGEP BOT
2024_RDPR_243327_15,Construction of RCC Bunkers (individual bunker) Dharam Paul s/o Shiv ram at Abtal Katlan Block Samba for the Year 2023-24 (6th call).,Rural Development and Panchayati Raj||Directorate of Rural Development Department JAMMU||Superintending Engineer REW Jammu||XEN REW SAMBA,23-01-2024 06:02:21,J&KTenders GOV NICGEP BOT
2024_RDPR_243270_7,Construction of Lane by way of RCC Slab from Main Road to H/O Mahmood Dar at Wagad,Rural Development and Panchayati Raj||RURAL DEVELOPMENT DEPARTMENT KASHMIR||Superintending Engineer REW Kashmir||XEN REW Pulwama,23-01-2024 06:03:23,J&KTenders GOV NICGEP BOT
2024_DWSD_81334_17,Construction 50 Nos. of 125 mm dia x 115 mm dia x 70 Mtr . Deep Drilled tube well etc Turn key basis under 10-10 T/Well in each Panchayat under State plan in Village of Saraikela- Kharsawan District. Group-17,DWSD EinC||DWSD CE RANCHI||DWSD SE Chaibasa||DWSD EE Saraikela,23-01-2024 06:12:05,JKDTenders GOV NICGEP BOT
2024_DWSD_81334_7,Construction 50 Nos. of 125 mm dia x 115 mm dia x 70 Mtr . Deep Drilled tube well etc Turn key basis under 10-10 T/Well in each Panchayat under State plan in Village of Saraikela- Kharsawan District. Group-7,DWSD EinC||DWSD CE RANCHI||DWSD SE Chaibasa||DWSD EE Saraikela,23-01-2024 06:15:51,JKDTenders GOV NICGEP BOT
2024_DWSD_81334_6,Construction 50 Nos. of 125 mm dia x 115 mm dia x 70 Mtr . Deep Drilled tube well etc Turn key basis under 10-10 T/Well in each Panchayat under State plan in Village of Saraikela- Kharsawan District. Group-6,DWSD EinC||DWSD CE RANCHI||DWSD SE Chaibasa||DWSD EE Saraikela,23-01-2024 06:16:20,JKDTenders GOV NICGEP BOT
2024_UPSBC_883237_1,Construction of 2 Lane ROB in lieu of Level Crossing No. 3 Special of NCR at Mugalsarai-Allahabad Rail Section in Railway K.M. 731/13-15 on Aamghat-Chunar Road in District Mirzapur,UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Lucknow||GM / CPM UP SBC Allahabad,23-01-2024 08:33:26,Tendersodisha GOV BOT
2024_pwd_67935_1,Feasibility Study for 4 lane widening Strenthening and Reconstruction of Gadarpur-Dineshpur-Matkota-Haldwani Motor Road (SH-5) km 1.000 to km 40.600 and Manunagar-Gadarpur-Dineshpur-Matkota-Haldwani Motor Road (SH-5 Extension) Km1 to km 3.90 (Total L,PWD||4th Circle U.S. Nagar,23-01-2024 09:01:50,UKtenders GOV NICGEP BOT
2024_UPIDC_883809_1,Rehabilitation work and demarcation of canal land of Thathiya DY. from km 0.000 to km 20.203 in disrtict Kannauj.,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur",23-01-2024 05:10:34,Etenders UP NIC BOT
2024_UPIDC_883808_2,Rehabilitation work and demarcation of canal land of Subhauli DY. from km 0.000 to km 16.983 in disrtict Kanpur.,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur",23-01-2024 05:10:57,Etenders UP NIC BOT
2024_REDUP_883555_27,Ward No.-70 Gayatripuram Colony Nakha No.-01 Lane No.-01/N Colony mein Mukhya Sadak Se Shree Subhash Sharma ke makan se Shree T.N. Pandey ke Makan Tak 141 Metre CC Road avam Nali,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,23-01-2024 05:25:35,Etenders UP NIC BOT
2024_DLG_116151_2,Supply and fixing of 5 NO. LED street light set (30 watt) near residence 0f Manpreet Singh Son Of Manjit Singh at Lane No. 2 Punia Colony (Block Sangrur ),Department of Local Government||Director - Local Government||ADC (UD) - Sangrur||Municipal Council - Sangrur,23-01-2024 08:11:39,PBTenders GOV NICGEP BOT
2024_RDTN_411363_14,Thoothukudi District-Thoothukudi Panchayat Union -Peri Urban Villages- LPA - Improvements to 19 No of Streets and Lanes at Mappillaiyurani Panchayat Package No TN/TUT-08/2023-24 LPA,"Rural Development and Panchayat Raj Department||Thoothukudi,RD,TN",23-01-2024 08:43:39,Tntenders GOV NIC BOT
2024_RDTN_411363_11,Thoothukudi District-Thoothukudi Panchayat Union -Peri Urban Villages- LPA - Improvements to 16 No of Streets and Lanes at Mappillaiyurani Panchayat Package No TN/TUT-05/2023-24 LPA,"Rural Development and Panchayat Raj Department||Thoothukudi,RD,TN",23-01-2024 08:44:34,Tntenders GOV NIC BOT
2024_RDTN_411363_5,Thoothukudi District-Kovilpatti Panchayat Union -Peri Urban Villages- IAF - Providing Paver Block Arrangements to 6 No of Streets and Lanes at Illupaiyurani Panchayat Package No TN/TUT-05/2023-24 IAF,"Rural Development and Panchayat Raj Department||Thoothukudi,RD,TN",23-01-2024 08:44:53,Tntenders GOV NIC BOT
2024_RDTN_411363_8,Thoothukudi District-Thoothukudi Panchayat Union -Peri Urban Villages- LPA - Improvements to 12 No of Streets and Lanes at Mappillaiyurani Panchayat Package No TN/TUT-02/2023-24 LPA,"Rural Development and Panchayat Raj Department||Thoothukudi,RD,TN",23-01-2024 08:45:49,Tntenders GOV NIC BOT
2024_RDTN_411363_7,Thoothukudi District-Thoothukudi Panchayat Union -Peri Urban Villages- LPA - Improvements to 13 No of Streets and Lanes at Mappillaiyurani Panchayat Package No TN/TUT-01/2023-24 LPA,"Rural Development and Panchayat Raj Department||Thoothukudi,RD,TN",23-01-2024 08:46:34,Tntenders GOV NIC BOT
2024_RDTN_411363_6,"Thoothukudi District-Kovilpatti Panchayat Union -Peri Urban Villages- IAF - Providing Paver Block Arrangements to 7 No of Streets and Lanes at Inammaniyatchi, Thittankulam, Nalatinpudur Panchayat Package No TN/TUT-06/2023-24 IAF","Rural Development and Panchayat Raj Department||Thoothukudi,RD,TN",23-01-2024 08:47:30,Tntenders GOV NIC BOT
2024_pwd_68059_3,Protection work of 300 m span double lane bridge on Sukhrao river near BEL on Kaudia Motadhak motor road under Dugadda development block of Kotdwar assembly of Pauri Garhwal district under state sector plan.,PWD||12th Circle Pauri,23-01-2024 09:00:46,UKtenders GOV NICGEP BOT
GEM_2024_B_4484321,"ISOLATOR SWITCH,FUEL FEED PUMP,PILOT BRG,BRUSH CARRIER,ASSY CABLE COMP,INJECTOR ASSY,TURBOCHARGER,C",Ministry of Defence Department of Military Affairs,23-01-2024 05:07:11,GEM BOT
GEM_2024_B_4505813,"GEYSER,EXHAUST FAN,WATER LIFTING PUMP,VISITOR CHAIR AND TABLE,15 AMP SWITCH",Ministry of Defence Department of Military Affairs,23-01-2024 05:07:18,GEM BOT
GEM_2024_B_4519823,"HYD PUMP SEAL KIT,HOUSING PLATE,BABY FILTER,SWITCH,CLAMP 35 MM,CLAMP 50 MM,FUEL PIPE,SEAL,COPPER WA",Ministry of Defence Department of Military Affairs,23-01-2024 05:09:34,GEM BOT
2024_CSIR_742727_1,(DP23-CU-12) 6.4MP non-cooled digital camera for microscope,Council of Scientific and Industrial Research||NISCPR-Delhi,23-01-2024 04:00:09,Eprocure Epublish BOT
2024_IIT-M_742684_1,INVERTED FLUORESCENCE RESEARCH MICROSCOPE AND CAMERA,Indian Institute of Technology Madras||Deputy Registrar (Industrial Consultancy and Sponsored Research),23-01-2024 04:00:33,Eprocure Epublish BOT
GEM_2024_B_4518000,"Optimux 16 Port FXO FXS 4E1 4ETH,8Port LAN Switch,Surveillance Hard Disk 2TB,Flexible Pipe 2inch,Fl",Ministry of Defence Department of Military Affairs,23-01-2024 05:04:26,GEM BOT
GEM_2024_B_4520001,"GRAPHIC CARD,PCI LAN CARD,LAN CARD MINI PCI,HP INK JET 319 CAMBO,TAFLON SLEEVE",Ministry of Defence Department of Military Affairs,23-01-2024 05:04:47,GEM BOT
GEM_2024_B_4519334,"WIRELESS ACCESS POINT,NETWORK POE SWITCH,STP LAN CABLING,NETWORK RACK 9U,ONLINE 1 KVA UPS,PATCH PAN",Education Department Gujarat,23-01-2024 05:04:56,GEM BOT
GEM_2024_B_4518039,"Stabilizer copper 5KVA 90V to 300V 4000W heavy duty,Holder,5A Top pin plug,Bed switch,5A female mal",Ministry of Defence Department of Military Affairs,23-01-2024 05:08:22,GEM BOT
GEM_2024_B_4518784,"50 watt LED Street Light,Aram patti and accessories,Wire 6 by 2mm,Bad Switch anchor,Installation wo",Department of Panchayati Raj,23-01-2024 05:08:30,GEM BOT
GEM_2024_B_4519602,"Armature Assy,Field Coil Assy,Solenoid Switch,Drive Pinion,Injector With Holder,Eng Mtg Pad,Piston ",Ministry of Defence Department of Military Affairs,23-01-2024 05:08:53,GEM BOT
GEM_2024_B_4519756,"Cordless phone Panasonic,Rechargeable LED bulb 12Watt,DC to AC converter switch board,Mini tool kit",Ministry of Defence Department of Military Affairs,23-01-2024 05:09:01,GEM BOT
